San Diego 1
RUTH ASAWA SCHOOL OF THE ARTS|SAN FRANCISCO
THURGOOD MARSHALL ACADEMIC HS|SAN FRANCISCO
ACADEMY-SAN FRAN @ MCATEER|SAN FRANCISCO || ACADEMY (THE)- SF @MCATEER|DIAMOND HEIGHTS/SAN FRANCISCO|San Francisco Unified|94131|0119958
GALILEO ACAD OF SCIENCE & TECH|SAN FRANCISCO || GALILEO HIGH|SAN FRANCISCO|San Francisco Unified|94109|3831765
PHILLIP & SALA BURTON ACAD HS|SAN FRANCISCO || BURTON (PHILLIP AND SALA) ACADEMIC HIGH|MCLAREN/VISITACION/SAN FRANCISCO|San Francisco Unified|94134|3830254
RUTH ASAWA SCHOOL OF THE ARTS|SAN FRANCISCO || ASAWA (RUTH) SF SCH OF THE ARTS, A PUBLIC SCHOOL|DIAMOND HEIGHTS/SAN FRANCISCO|San Francisco Unified|94131|3830387
THURGOOD MARSHALL ACADEMIC HS|SAN FRANCISCO || MARSHALL (THURGOOD) HIGH|BAYVIEW/SAN FRANCISCO|San Francisco Unified|94124|3830403

San Joaquin
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
AMOS ALONZO STAGG HIGH SCHOOL|STOCKTON
ASPIRE BENJAMIN HOLT COLG PREP|STOCKTON
CALIFORNIA CNCTS MONTEREY BAY|RIPON
CALIFORNIA CONNECTIONS ACD RPN|RIPON
MILLENNIUM HIGH SCHOOL|TRACY
TRACY JOINT UNION HIGH SCHOOL|TRACY
VISTA OAKS CHARTER SCHOOL|LODI
WEBER INST OF APPLIED SCI TECH|STOCKTON
AMOS ALONZO STAGG HIGH SCHOOL|STOCKTON || STAGG SENIOR HIGH|STOCKTON|Stockton Unified|95207|3937406
ASPIRE BENJAMIN HOLT COLG PREP|STOCKTON || ASPIRE BENJAMIN HOLT COLLEGE PREPARATORY ACADEMY|STOCKTON|Aspire Benjamin Holt College Preparatory|95212|0101956
CALIFORNIA CNCTS MONTEREY BAY|RIPON || CALIFORNIA CONNECTIONS ACADEMY NORTHERN CALIFORNIA|STOCKTON|California Connections Academy Northern|95366|0125849
CALIFORNIA CONNECTIONS ACD RPN|RIPON || CALIFORNIA CONNECTIONS ACADEMY NORTHERN CALIFORNIA|STOCKTON|California Connections Academy Northern|95366|0125849
MILLENNIUM HIGH SCHOOL|TRACY || MILLENNIUM CHARTER|TRACY|Millennium Charter|95376|0102392
TRACY JOINT UNION HIGH SCHOOL|TRACY || TRACY HIGH|TRACY|Tracy Joint Unified|95376|3938008
VISTA OAKS CHARTER SCHOOL|LODI || No exact match found in reference file.
WEBER INST OF APPLIED SCI TECH|STOCKTON || WEBER INSTITUTE|STOCKTON|Stockton Unified|95203|3930427

*** There was a CALIFORNIA CONNECTIONS ACADEMY NORTHERN CALIFORNIA in RIPON, which is 20 miles south of STOCKTON. For the most part, CONNECTIONS ACADEMY
*** is an online school. I'll treat the first record as wrong (MONTEREY BAY) and the second as correct (RPN).
CALIFORNIA CNCTS MONTEREY BAY|RIPON -- CALIFORNIA CONNECTIONS ACADEMY NORTHERN CALIFORNIA|STOCKTON|California Connections Academy Northern|95366|0125849
CALIFORNIA CONNECTIONS ACD RPN|RIPON ++ CALIFORNIA CONNECTIONS ACADEMY NORTHERN CALIFORNIA|STOCKTON|California Connections Academy Northern|95366|0125849

San Mateo
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
SUMMIT PREPARATORY CHARTER HIG|REDWOOD CITY
SUMMIT PUBLIC SCHOOLS SHASTA|DALY CITY
SUMMIT PREPARATORY CHARTER HIG|REDWOOD CITY || SUMMIT PREPARATORY CHARTER HIGH|REDWOOD CITY|Summit Preparatory Charter High|94063|0112722
SUMMIT PUBLIC SCHOOLS SHASTA|DALY CITY || SUMMIT PUBLIC SCHOOL: SHASTA|WESTLAKE/DALY CITY|Summit Public School: Shasta|94015|0127548

Santa Barbara
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
SANTA BARBARA SENIOR HIGH SCHO|SANTA BARBARA
SANTA BARBARA SENIOR HIGH SCHO|SANTA BARBARA || SANTA BARBARA SENIOR HIGH|MILPAS/SANTA BARBARA|Santa Barbara Unified|93103|4235727

Santa Clara
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
ADRIAN C WILCOX HIGH SCHOOL|SANTA CLARA
DOWNTOWN COLG PREP EL PRIMERO|SAN JOSE
DOWNTOWN COLLEGE PREP ALUM ROC|SAN JOSE
DR TJ OWENS GILROY EARLY COLG|GILROY
HENRY T GUNDERSON HIGH SCHOOL|SAN JOSE
ROBERTO CRUZ LEADERSHIP ACDMY|SAN JOSE
UNIVERSITY PREP ACADEMY|SAN JOSE
W C OVERFELT HIGH SCHOOL|SAN JOSE
ADRIAN C WILCOX HIGH SCHOOL|SANTA CLARA || ADRIAN WILCOX HIGH|SANTA CLARA|Santa Clara Unified|95051|4338802
DOWNTOWN COLG PREP EL PRIMERO|SAN JOSE || DOWNTOWN COLLEGE PREPARATORY|SAINT JAMES PARK/SAN JOSE|Downtown College Preparatory|95110|4330585
DOWNTOWN COLLEGE PREP ALUM ROC|SAN JOSE || DOWNTOWN COLLEGE PREP - ALUM ROCK|HILLVIEW/SAN JOSE|Downtown College Prep - Alum Rock|95122|0123257
DR TJ OWENS GILROY EARLY COLG|GILROY || DR. TJ OWENS GILROY EARLY COLLEGE ACADEMY|GILROY|Gilroy Unified|95020|0114496
HENRY T GUNDERSON HIGH SCHOOL|SAN JOSE || GUNDERSON HIGH|ROBERTSVILLE/SAN JOSE|San Jose Unified|95136|4330080
ROBERTO CRUZ LEADERSHIP ACDMY|SAN JOSE || B. ROBERTO CRUZ LEADERSHIP ACADEMY|FOOTHILL/SAN JOSE|B. Roberto Cruz Leadership Academy|95127|0131995
UNIVERSITY PREP ACADEMY|SAN JOSE || UNIVERSITY PREPARATORY ACADEMY CHARTER|WILLOW GLEN/SAN JOSE|University Preparatory Academy Charter|95125|0113431
W C OVERFELT HIGH SCHOOL|SAN JOSE || WILLIAM C. OVERFELT HIGH|HILLVIEW/SAN JOSE|East Side Union High|95122|4335428

Santa Cruz
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
PACIFIC COLLEGIATE SCHOOL|SANTA CRUZ
SANTA CRUZ ALTERNATIVE|SANTA CRUZ
PACIFIC COLLEGIATE SCHOOL|SANTA CRUZ || PACIFIC COLLEGIATE CHARTER|SANTA CRUZ|Pacific Collegiate Charter|95060|4430252
SANTA CRUZ ALTERNATIVE|SANTA CRUZ || ALTERNATIVE FAMILY EDUCATION|SCOTTS VALLEY|Santa Cruz City High|95062|4430195

Shasta
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
WEST VALLEY HIGH SCHOOL|COTTONWOOD
WEST VALLEY HIGH SCHOOL|COTTONWOOD || WEST VALLEY EARLY COLLEGE HIGH|COTTONWOOD|Anderson Union High|96022|4530028

Siskiyou
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
TULELAKE HIGH SCHOOL|TULELAKE
TULELAKE HIGH SCHOOL|TULELAKE || No exact match found in reference file.

Solano
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
BUCKINGHAM COLLEGIATE CHARTER|VACAVILLE
RIO VISTA HIGH SCHOOL|RIO VISTA
BUCKINGHAM COLLEGIATE CHARTER|VACAVILLE || BUCKINGHAM COLLEGIATE CHARTER ACADEMY|CERNON/VACAVILLE|Vacaville Unified|95688|4830113
RIO VISTA HIGH SCHOOL|RIO VISTA || No exact match found in the reference file.

Sonoma
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
ROSELAND COLLEGIATE PREP|SANTA ROSA
ROSELAND UNIVERSITY PREP|SANTA ROSA
ROSELAND COLLEGIATE PREP|SANTA ROSA || ROSELAND CHARTER|ROSELAND/SANTA ROSA|Roseland Charter|95407|0101923
ROSELAND UNIVERSITY PREP|SANTA ROSA || ROSELAND CHARTER|ROSELAND/SANTA ROSA|Roseland Charter|95407|0101923

*** Two schools in UC data with very similar names.
ROSELAND COLLEGIATE PREP is a Charter school in ZIP 95403.
  Closing in 2026 https://krcb.org/2025042998042/news-feed/roseland-college-prep-school-slated-to-close-after-2025-26-school-year.
  INCORRECT match above based on ZIP code.
ROSELAND UNIVERSITY PREP is a Charter school in ZIP 95407. CORRECT match above based on ZIP code.
*** Delete the first one and add the second one
ROSELAND COLLEGIATE PREP|SANTA ROSA -- ROSELAND CHARTER|ROSELAND/SANTA ROSA|Roseland Charter|95407|0101923
ROSELAND UNIVERSITY PREP|SANTA ROSA ++ ROSELAND CHARTER|ROSELAND/SANTA ROSA|Roseland Charter|95407|0101923

Stanislaus
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
CONNECTING WATERS - EAST BAY|WATERFORD
CONNECTING WATERS-CTRL VALLEY|MODESTO
JOHANSEN HIGH SCHOOL|MODESTO
CONNECTING WATERS - EAST BAY|WATERFORD || CONNECTING WATERS CHARTER|WATERFORD|Connecting Waters Charter|95386|5030317
CONNECTING WATERS-CTRL VALLEY|MODESTO || CONNECTING WATERS CHARTER SCHOOL - CENTRAL VALLEY|MODESTO|Connecting Waters Charter School - Centr|95350|0138057
JOHANSEN HIGH SCHOOL|MODESTO || PETER JOHANSEN HIGH|HUDSON/MODESTO|Modesto City High|95357|5030135

Tulare
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
ELEANOR ROOSEVELT COMM LRNG CN|VISALIA
SUMMIT CHARTER COLLEGIATE ACAD|PORTERVILLE
UNIVERSITY PREPARTORY HIGH SCH|VISALIA
VISALIA TECHNICAL EDU CENTER|VISALIA
ELEANOR ROOSEVELT COMM LRNG CN|VISALIA || ELEANOR ROOSEVELT COMMUNITY LEARNING CENTER|VISALIA|Eleanor Roosevelt Community Learning Cen|93292|6119291
SUMMIT CHARTER COLLEGIATE ACAD|PORTERVILLE || SUMMIT CHARTER ACADEMY|PORTERVILLE|Burton Elementary|93257|0109009
UNIVERSITY PREPARTORY HIGH SCH|VISALIA || UNIVERSITY PREPARATORY HIGH|VISALIA|Tulare County Office of Education|93277|0119602
VISALIA TECHNICAL EDU CENTER|VISALIA || VISALIA TECHNICAL EARLY COLLEGE|VISALIA|Visalia Unified|93277|0120659

Ventura
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
ARCHITECTURE CONSTRUCT ENG HS|CAMARILLO
CALIFORNIA VIRTUAL ACAD SAN DIEGO|SIMI VALLEY
CALIFORNIA VIRTUAL ACAD SAN MATEO|SIMI VALLEY
CALIFORNIA VIRTUAL ACAD SUTTER|SIMI VALLEY
CALIFORNIA VIRTUAL ACADEMY LA|SIMI VALLEY
CALIFORNIA VIRTUAL ACDM SONOMA|SIMI VALLEY
CALIFORNIA VIRTUAL-SAN JOAQUIN|SIMI VALLEY
COMPASS CHARTER SCHLS OF LA|THOUSAND OAKS
COMPASS CHARTER SCHOOL OF YOLO|THOUSAND OAKS
HIGH SCHOOL AT MOORPARK COLL|MOORPARK
ARCHITECTURE CONSTRUCT ENG HS|CAMARILLO || ARCHITECTURE, CONSTRUCTION & ENGINEERING CHARTER H|CAMARILLO|Architecture, Construction & Engineering|93010|0120634
CALIFORNIA VIRTUAL ACAD SAN DIEGO|SIMI VALLEY || No exact match found in the reference file.
CALIFORNIA VIRTUAL ACAD SAN MATEO|SIMI VALLEY || No exact match found in the reference file.
CALIFORNIA VIRTUAL ACAD SUTTER|SIMI VALLEY || No exact match found in the reference file.
CALIFORNIA VIRTUAL ACADEMY LA|SIMI VALLEY || No exact match found in the reference file.
CALIFORNIA VIRTUAL ACDM SONOMA|SIMI VALLEY || No exact match found in the reference file.
CALIFORNIA VIRTUAL-SAN JOAQUIN|SIMI VALLEY || No exact match found in the reference file.
COMPASS CHARTER SCHLS OF LA|THOUSAND OAKS || No exact match found in the reference file.
COMPASS CHARTER SCHOOL OF YOLO|THOUSAND OAKS || No exact match found in the reference file.
HIGH SCHOOL AT MOORPARK COLL|MOORPARK || THE HIGH SCHOOL AT MOORPARK COLLEGE|MOORPARK|Moorpark Unified|93021|5630371

Yolo
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
DAVIS SCHOOL INDEPENDENT STUDY|DAVIS
DELTA HIGH SCHOOL|CLARKSBURG
DAVIS SCHOOL INDEPENDENT STUDY|DAVIS || DAVIS SCHOOL FOR INDEPENDENT STUDY|DAVIS|Davis Joint Unified|95616|5730098
DELTA HIGH SCHOOL|CLARKSBURG || No exact match found in the reference file.

Yuba
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
MARYSVILLE CHARTER ACAD ARTS|MARYSVILLE
MARYSVILLE CHARTER ACAD ARTS|MARYSVILLE || MARYSVILLE CHARTER ACADEMY FOR THE ARTS|GOLD EAGLE MKT/MARYSVILLE|Marysville Joint Unified|95901|5830138

Los Angeles
The attached file contains one row per reference high school. Each row consists of pipe-delimited values schoolName|cityName|districtName|ZIP|ID.
Below is a second list of high schools. Each line consists of schoolName|cityName.
The names in the two lists do not match exactly due to abbreviations and other variations. For each line below, print the input line followed by "||" as a delimiter followed by the line for the best match school from the reference file. Include all elements from the reference file including districtName, ZIP, and ID.
ACADEMIC LEADERSHIP COMMUNITY|LOS ANGELES
ACADEMIES EDUCATION/EMPOWERMNT|CARSON
ACADEMIES OF ANTELOPE VALLEY|LANCASTER
ACADEMY OF SCIENTIFIC EXPLORAT|SAN FERNANDO
ALAIN LEROY LOCKE COLLEGE PREP|LOS ANGELES
ALLIANCE CINDY/BILL SIMON TECH|LOS ANGELES
ALLIANCE COLLINS FAMILY COLRDY|HUNTINGTON PARK
ALLIANCE GERTZ-RESSLER HIGH SC|LOS ANGELES
ALLIANCE JUDY BURTON TECH ACAD|LOS ANGELES
ALLIANCE LEICHTMAN-LEVINE ESHS|LOS ANGELES
ALLIANCE M&E STERN MATH SCI SCH|LOS ANGELES
ALLIANCE MARGARET M BLOOMFIELD|HUNTINGTON PARK
ALLIANCE MIT 6-12 COMPLEX|SUN VALLEY
ALLIANCE OUCHI-O'DONOVAN 6-12|LOS ANGELES
ALLIANCE PATTI & PETER ACADEMY|LOS ANGELES
ALLIANCE PIERA BARBAGLIA HSA|LOS ANGELES
ALLIANCE RENEE & MEYER LUSKIN|LOS ANGELES
ALLIANCE SMIDT TECHNOLOGY HIGH|LOS ANGELES
AMBASSADOR SCHL GLOBAL LDRSHP|LOS ANGELES
ANAHUACALMECAC INTRL UNIV PREP|LOS ANGELES
ANIMO CTY CHAMPIONS CHARTER HS|INGLEWOOD
ANIMO JACKIE ROBINSON CHRT SCH|LOS ANGELES
ANIMO LEADERSHIP CHARTER HS|INGLEWOOD
ANIMO PAT BROWN CHARTER HS|LOS ANGELES
ANIMO S LOS ANGELES CHARTER HS|LOS ANGELES
ANIMO WATTS COLLGE PREP ACDMY|LOS ANGELES
ARTS & ENTERTAINMENT VIRTUAL ACAD|CARSON
ASPIRE OLLIN UNIV PREP ACDMY|HUNTINGTON PARK
BARACK OBAMA GLOBAL PREP ACADEMY|LOS ANGELES
BIRMINGHAM COMMUNITY HS|LAKE BALBOA
BRIO COLLEGE PREP|LOS ANGELES
CA SCH ARTS SAN GABRIEL VALLEY|DUARTE
CALIFORNIA ACAD MATH & SCIENCE|CARSON
CAMINO NUEVO HIGH SCHOOL DALZE|LOS ANGELES
CATCH PREP CHARTER HIGH|LOS ANGELES
CESAR CHAVEZ LA ARTES MAGNET|SAN FERNANDO
CHARTER HS ARTS MEDIA PERFORM|VAN NUYS
CHATSWORTH HIGH SCHOOL|CHATSWORTH
CITY HONORS HIGH SCHOOL|INGLEWOOD
CLARK MAGNET HIGH SCHOOL|LA CRESCENTA
CLEVELAND HIGH SCHOOL|RESEDA
COLLEGE BRIDGE ACADEMY|LOS ANGELES
COLLEGIATE CHARTER HIGH SCHOOL|LOS ANGELES
CRENSHAW HIGH SCHOOL|LOS ANGELES
CRITICAL DESIGN AND GAMING SCH|LOS ANGELES
DANIEL PEARL MAGNET HIGH SCHL|VAN NUYS
DAV STARR JORDAN HIGH SCHOOL|LONG BEACH
DAVID STARR JORDAN HS|LOS ANGELES
DIEGO RIVERA COMM/TECH SCHOOL|LOS ANGELES
DISCOVERY CHARTER PREP SCHOOL|SYLMAR
DOWNTOWN MAGNETS HIGH SCHOOL|LOS ANGELES
DR RICHARD VLADOVIC HARBOR ACA|WILMINGTON
EARLY COLLEGE ACADEMY|LOS ANGELES
EAST COLLEGE PREP|LOS ANGELES
EAST LA PERFORMING ARTS MAGNET|LOS ANGELES
EAST LA RENAISSANCE ACADEMY|LOS ANGELES
EDWARD R ROYBAL LEARNING CNTR|LOS ANGELES
ENGINEERING & TECH ACAD AT THS|LOS ANGELES
ENVIRONMENTAL CHARTER HS|LAWNDALE
ESPERANZA COLLEGE PREP|LOS ANGELES
FELICITAS GONZALO MENDEZ HS|LOS ANGELES
FREMONT ACD ENGINEERING/DESIGN|POMONA
GAHR HIGH SCHOOL|CERRITOS
GIRLS ACADEMIC LEADERSHIP ACAD|LOS ANGELES
GREEN DESIGN STEAM ACADEMY|LOS ANGELES
HIGH TECH HIGH LA|VAN NUYS
HILDA L SOLIS LEARNING ACDMY|LOS ANGELES
HUMANITAS ACADEMY ART AND TECH|LOS ANGELES
HUMANITIES AND ARTS ACADEMY-LA|HARBOR CITY
HUNTINGTON PARK INST APLD MED|HUNTINGTON PARK
ILEAD EXPLORATION HYBRID|ACTON
ILEAD ONLINE CHARTER SCHOOL|ACTON
INTERNATIONAL STUDIES LEARNING|SOUTH GATE
JOHN BURROUGHS HIGH SCHOOL|BURBANK
JOHN GLENN HIGH SCHOOL|NORWALK
JOHN MARSHALL FUNDAMENTAL SCH|PASADENA
JUAN RODRIGUEZ CABRILLO HS|LONG BEACH
KING DREW MAGNET HS MED/SCI|LOS ANGELES
LA CENTER ENRICHED STUDIES|LOS ANGELES
LAKE BALBOA COLLEGE PREP K-12|VAN NUYS
LEADERSHIP&PUBLIC SVC VIRTUAL ACA|LOS ANGELES
LEGACY HIGH SCHOOL VAPA|SOUTH GATE
LENNOX MATH SCIENCE TECH ACAD|INGLEWOOD
LIBRA ACADEMY AT LINDA MARQUEZ HS|HUNTINGTON PARK
LINDA MARQUEZ HS-SOC JUSTICE|HUNTINGTON PARK
LONG BEACH POLYTECHNIC HS|LONG BEACH
LOS ANGELES ACAD ARTS ENTRPRSE|LOS ANGELES
LOS ANGELES SCH GLOBAL STUDIES|LOS ANGELES
MATH SCIENCE TECHNOLOGY MAGNET|LOS ANGELES
MAYWOOD CTR ENRICHED STUDIES|MAYWOOD
MIGUEL CONTRERAS LRNG COMPLEX|LOS ANGELES
MT SAC EARLY COLG ACD W COVINA|WEST COVINA
NARBONNE HIGH SCHOOL|HARBOR CITY
OPPORTUNITIES LRN-WILLIAM HART|VALENCIA
ORTHOPAEDIC HOSP MED MAGNET HS|LOS ANGELES
PERFORMING ARTS COMMUNITY SCHO|LOS ANGELES
PUBLIC SERVICE COMMUNITY SCHOO|LOS ANGELES
PUC COMMUNITY CHARTER EARLY COLL HS|SYLMAR
PUC EARLY COLG ACADEMY LEADERS|LOS ANGELES
PUC TRIUMPH CHARTER ACADEMY HS|SYLMAR
RAMON C CORTINES SCH OF VISUAL|LOS ANGELES
RENAISSANCE HIGH SCHOOL ARTS|LONG BEACH
RESEDA HIGH SCHOOL|RESEDA
ROBERT A MILLIKAN HIGH SCHOOL|LONG BEACH
SANTA CLARITA VALLEY INTERNATI|CASTAIC
SATO ACADEMY OF MATH & SCIENCE|LONG BEACH
SCH SOCIAL JUSTICE-CONT LEARN CTR|LOS ANGELES
SCHOOL OF EXTENDED EDU OPTIONS|POMONA
SCHOOL VISUAL ARTS HUMANITIES|LOS ANGELES
SHERMAN OAKS CTR ENRCHED STDS|TARZANA
SIERRA VISTA HIGH SCHOOL|BALDWIN PARK
SOAR HIGH SCHOOL|LANCASTER
SOCIAL JUSTICE HUMANITAS ACAD|SAN FERNANDO
SOCIAL JUSTICE LDRSHP @ TORRES|LOS ANGELES
SONIA SOTOMAYOR ARTS SCI ACAD|LOS ANGELES
SOUTH LA COLLEGE PREP|LOS ANGELES
STEAM LEGACY HIGH SCHOOL CMPLX|SOUTH GATE
STEAM VIRTUAL ACADEMY|LOS ANGELES
STEM ACADEMY OF BOYLE HEIGHTS|LOS ANGELES
STEM ACADEMY OF HOLLYWOOD|HOLLYWOOD
SYLMAR BIOTECH HLTH & ENG MGNT|SYLMAR
SYLMAR HIGH SCHOOL|SYLMAR
TECHNOLOGY PREPARATORY ACADEMY|SAN FERNANDO
TRACY HIGH SCHOOL|CERRITOS
UNIVERSITY HIGH SCHOOL|LOS ANGELES
UNIVERSITY PATHWAYS PUB SVC AC|LOS ANGELES
UP MEDICAL MAGNET ACADEMY|LOS ANGELES
USC HYBRID HIGH COLLEGE PREP|LOS ANGELES
USC MEDIA & ENGINEERING MAGNET SCH|LOS ANGELES
VALLEY ACADEMY ARTS & SCIENCES|GRANADA HILLS
VALLEY OAKS CTR ENRICHED STDS|SUN VALLEY
VAUGHN NEXT CENTURY LEARN CTR|SAN FERNANDO
VIEW PARK PREP ACCEL CHARTER HS|LOS ANGELES
VILLAGE ACADEMY HIGH SCHOOL|POMONA
WARREN HIGH SCHOOL|DOWNEY
WESTBROOK ACADEMY|SOUTH GATE
WESTCHESTER ENRICHED SCIENCE MAGNET|LOS ANGELES
WILLIAM HOWARD TAFT HS|WOODLAND HILLS
WILLIAM J PETE KNIGHT HIGH SCH|PALMDALE
WOODROW WILSON HIGH SCHOOL|LONG BEACH
WOODROW WILSON HIGH SCHOOL|LOS ANGELES
WORKMAN HIGH SCHOOL|CITY OF INDUSTRY
ACADEMIC LEADERSHIP COMMUNITY|LOS ANGELES || CONTRERAS LEARNING CENTER-ACADEMIC LEADERSHIP COMM|FOY/LOS ANGELES|Los Angeles Unified|90017|0117721
ACADEMIES EDUCATION/EMPOWERMNT|CARSON || ACADEMIES OF EDUCATION AND EMPOWERMENT AT CARSON H|CARSON|Los Angeles Unified|90745|0126615
ACADEMIES OF ANTELOPE VALLEY|LANCASTER || ACADEMIES OF THE ANTELOPE VALLEY|LANCASTER|Antelope Valley Union High|93536|0126003
ACADEMY OF SCIENTIFIC EXPLORAT|SAN FERNANDO || CESAR E. CHAVEZ LEARNING ACADEMIES-ACADEMY OF SCIE|SYLMAR|Los Angeles Unified|91340|0124396
ALAIN LEROY LOCKE COLLEGE PREP|LOS ANGELES || ALAIN LEROY LOCKE COLLEGE PREPARATORY ACADEMY|GREENMEAD/LOS ANGELES|Los Angeles Unified|90061|0118588
ALLIANCE CINDY/BILL SIMON TECH|LOS ANGELES || ALLIANCE CINDY AND BILL SIMON TECHNOLOGY ACADEMY H|GREENMEAD/LOS ANGELES|Alliance Cindy and Bill Simon Technology|90059|0121285
ALLIANCE COLLINS FAMILY COLRDY|HUNTINGTON PARK || ALLIANCE COLLINS FAMILY COLLEGE-READY HIGH|SOTO/HUNTINGTON PARK|Alliance Collins Family College-Ready Hi|90255|0108936
ALLIANCE GERTZ-RESSLER HIGH SC|LOS ANGELES || ALLIANCE GERTZ-RESSLER RICHARD MERKIN 6-12 COMPLEX|DOCKWEILER/LOS ANGELES|Alliance Gertz-Ressler Richard Merkin 6-|90007|0106864
ALLIANCE JUDY BURTON TECH ACAD|LOS ANGELES || ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH|LOS ANGELES|Alliance Judy Ivie Burton Technology Aca|90003|0108894
ALLIANCE LEICHTMAN-LEVINE ESHS|LOS ANGELES || ALLIANCE LEICHTMAN-LEVINE FAMILY FOUNDATION ENVIRO|GLASSELL/LOS ANGELES|Alliance Leichtman-Levine Family Foundat|90065|0117606
ALLIANCE M&E STERN MATH SCI SCH|LOS ANGELES || ALLIANCE MARC & EVA STERN MATH AND SCIENCE|EL SERENO/LINCOLN HEIGHTS/LOS ANGELES|Alliance Marc & Eva Stern Math and Scien|90032|0111658
